lat,lon
49.1544722,16.5618175
51.7556622,0.7854503
23.3455725,55.0139658
23.5874367,72.4163097
30.0469497,25.5706067
10.5129686,41.3909192
33.9645825,117.1526378
21.966775,110.0334972
4.8975397,70.3620106
36.1172094,59.9030264
